0,bbbbbbbbbbbbbbbbbbbbcbcbcbcbcbbbbbbbbbcbdcdcedecfefegfgghghggfgfgghghhhhhhhhhh
0,hhhhhhhhhhhhhhhghghghhhhhhhhhhgegffefefefffefefefefefefefeeeedeefefefefefefeedededddddddeddcdcccdcececdcedeeeeeeeeeddddddddddddcdccccccccccbbabbbababbbabababababababaaaaaaabaaabaaaaaaaaa
0,aaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbcbcbdbdcdcdccbcbcbcbcbccccdcdcdccbcbcbcbcccbcbcbbbbbdccbccccdcdcdcccccccccccccdcdcdcdcdcdcedddfdgffffefefegfgggggggggfgggggggfgggggggghghghghhhhhhhghhhhhhhhhhhhhhhhhhhhhhhh
0,aaaaaabababababbbbbbbbbbbbbbcbcbcbcbdcccdcdcdcdcedfdfeeeededddfdededfeffgfgfgfgfhfhghghghhhhhhhhhhhh
0,hhhhhhhhhghghggghghggghggfffgfhggghggggggggggfgfgfgfgfgggggfgggggggfgffffefefefeeeeefefefeededdcdcccccdcededdcdcecccdccccbbbbbcbbabaaaaaaaaabababacbbaaaaaaaaaaaaaaaaaaa
0,hghggfgggggfgfffgfgfgggggffdedecdcddcbcbcbcbaaaaaaaa
0,aaaaaaaaaabababbcbcccbcbcbbbcbcbdcdcdcdcedfeeefeedeeeeecedfeffgfhghghghghghhhhhhhghghh
0,aaaaaaaababbbbbbbbbabababbbbbbbbbabaaaaababbbbbbbbbbbbbbbbbbbbbbbbcbcbbbbbaabbbbbbbbbbbbbbcbcccbbbbbbbbbcbbbbbcbbbcbcbccccccccccccccccdccccccbccccccdcdcccdcccdcdcccccdcdcdddccccccccccccbcbcbcbccfcedfeedfefffeffhfhghhhhhghhhhhhhhhhhhhghggghghghggggggggggfgfhggggggggggggggggggggggggggfgghghhhhhghggggggggggghghggggggggghghhhhhhhhhhhhhh
0,hghhhhhhhghggggggfgfgfgffffffeecdcdcdccbdbdcdccbcbcbcbcbbbcbbbaaaaaa
0,bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbcbcbcbccccccccccdccccccccccccccccccccccccbcbcbcbcccccccbcbcbcbccccccccccccccccccccccccccccccccccccccccccdcdcdddcdcccccccccdcdddddddddcdcdcdcdcdcddddddddddddddddedededddddededeeeeeeeefefffeffffgfhghghghghghghhhghhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
0,bababbbbbbbbbbbbbbbbbabababababbbabbbbbbbbbbbabaaaaaaaaaaaaaaaaaaaaaaaaaaabababbbbbbbbbbbbdbdcdcddddddededfefefffegegfgfgggggffffefeffffffgfgfgfgfgghghghggfgggggggggfgfgfgfgggghghghfgggghghghghghggggggggghghghghhhhhhhhhh
0,hhhhhghghghghggggggghfgfhfecdcccdcdcddddddddddedededdddcdcdcdccbcbbbaaaaaaaa
0,hggfhfhggghggggghggefdedfefdededdccabababaaaaaaa
0,hggfgfgfgffegfgfgfgfgggghghggghggfgggghggggfffgfgfgghghggggggggfgfgghghghggggggfgffefefefefffefffeffffffgffffefefeedededeeeeedededededdddddddddcdcdccbbbbbbabaaaaababaaaaaaabaaabaaaaaaaaaaaaaaaaaaaaaaaaaaa
